0	-4.50936 1.5203155 -3.48981 8.272269
1	-3.2753782 0.86617976 -2.3567185 5.805108
2	-2.254294 1.2510687 -2.4429514 5.701817
3	-3.7121623 0.8280532 -2.2239788 5.584413
4	-2.422382 1.1055562 -2.4140306 5.676085
5	-3.0616765 0.77565414 -2.121526 5.2484226
6	-2.1017344 0.8902655 -2.0423994 4.749283
7	-3.5927846 0.7837584 -2.1923165 5.5501113
8	-2.3451002 0.9855871 -2.257808 5.3128123
9	-4.751045 1.0619308 -2.7562592 7.0767064
10	-3.2054083 0.68873376 -1.9118521 4.8391933
13	-4.3357344 0.92630583 -2.4560423 6.325606
14	-2.6014543 1.5444368 -2.8343117 6.4778447
16	-3.0796347 0.7169115 -1.9344424 4.819475
17	-2.524024 1.3812798 -2.647363 6.12647
19	-2.643167 1.3223519 -2.6603463 6.1958647
20	-2.60026 1.4663309 -2.7476003 6.3699474
21	-4.7770357 1.060188 -2.868649 7.3571715
22	-3.1815183 0.72495604 -2.0214653 5.0383043
23	-2.8343768 1.1287966 -2.5562298 5.9959984
24	-2.8789854 0.97803444 -2.4756172 6.0540605
25	-4.813929 1.1196996 -2.9090931 7.4225755
26	-5.051351 1.1315583 -2.9050314 7.486636
27	-2.4708128 0.6011989 -1.7024492 4.1685033
28	-2.4903755 1.4410704 -2.7016451 6.1872363
29	-3.327877 0.7625416 -2.075657 5.183287
30	-3.578316 0.8127706 -2.2196207 5.5795617
31	-3.7674162 0.86967367 -2.334318 5.8683996
32	-2.118102 1.0562165 -2.190585 5.07776
33	-1.7167284 0.50346154 -1.3507973 3.229466
34	-0.9293906 0.33974063 -0.17701091 0.6636251
35	-1.6700882 0.61591583 -1.4741187 3.4469416
36	-2.777368 0.8582758 -2.236704 5.4036365
38	-3.0466301 0.7202005 -1.9356481 4.8543634
39	-3.5617537 0.7750386 -2.118826 5.332891
40	-4.5340085 1.0091637 -2.673097 6.837253
41	-2.8967667 1.6671487 -3.0529912 6.9778996
42	-1.8023233 0.5223784 -1.3776873 3.3254235
44	-2.0378022 1.0929465 -2.1816242 5.074259
45	-3.355417 0.7462765 -2.0077837 5.083874
46	-2.0198412 0.887109 -1.9679426 4.6055393
47	-1.841233 0.5195653 -1.4077898 3.3661287
48	-3.4268947 0.90174055 -2.4642527 6.080291
49	-2.0235496 0.67660964 -1.6979777 4.0193405
50	-3.1962004 0.70461845 -1.9595428 4.9328866
51	-2.5275958 0.7125754 -1.8708696 4.4960604
52	-1.5626324 0.50266284 -1.2944432 3.0615098
53	-3.5529509 1.045306 -2.7577312 6.759026
54	-2.7355962 0.72517806 -1.9192053 4.661733
55	-3.712309 0.8017098 -2.1853616 5.5593038
56	-5.0330725 1.1349006 -2.9433649 7.560412
57	-2.9596753 0.9009658 -2.3694952 5.7455597
58	-0.48065963 0.16810127 -0.21469446 0.93219936
59	-3.814022 0.8196866 -2.2280731 5.642192
60	-2.980636 0.65823025 -1.833257 4.5934734
61	-1.8493046 0.6078525 -1.5855331 3.754979
62	-4.0721374 0.90594155 -2.3799043 6.0739827
63	-2.79852 0.58826095 -1.7118621 4.255899
64	-2.2143788 0.5818259 -1.5677123 3.8437045
65	-3.3229969 0.73247623 -2.0046802 5.0225697
66	-3.617675 0.7933988 -2.1441317 5.4412613
67	-5.1072755 1.1017959 -2.958421 7.681943
68	-2.3166113 1.1024952 -2.3345683 5.4845376
69	-3.29725 0.71052 -1.969959 4.9459863
70	-1.559889 0.49999073 -1.3111639 3.1218145
71	-1.9239904 0.6532795 -1.6188831 3.8362043
72	-4.0688853 0.87045795 -2.3763444 6.0455365
73	-2.9021974 0.75112194 -2.072987 5.077577
75	-3.4879563 0.78009415 -2.1289887 5.334868
76	-2.1484675 0.56668437 -1.5668281 3.7712946
77	-2.6365967 0.6200676 -1.7464391 4.2474275
78	-2.2905724 1.1308833 -2.383378 5.6212573
79	-3.4126747 0.74321085 -2.065472 5.194617
80	-3.1749904 0.95468986 -2.519788 6.184775
81	-1.9895673 0.541727 -1.5092236 3.639027
82	-4.372505 0.96067655 -2.5493495 6.531918
83	-2.5791519 0.69959986 -1.9055586 4.581561
84	-3.3077052 0.76626253 -2.1262867 5.2378693
85	-3.4774055 0.7637432 -2.0779169 5.242675
86	-2.1683366 1.0039619 -2.1979268 5.1060867
87	-3.2504473 0.6878948 -1.9782064 5.060841
88	-3.515231 0.87079185 -2.3899853 5.923622
89	-2.3202202 1.0026727 -2.2477536 5.278742
90	-1.6735959 0.5081625 -1.3302224 3.1814651
91	-2.2405393 0.9623979 -2.206656 5.218086
92	-3.0960164 1.0143619 -2.611754 6.4040184
93	-2.167653 1.1447482 -2.297738 5.319799
94	-3.2020245 1.0209792 -2.6527433 6.483554
95	-2.1337502 0.90004 -2.0660634 4.830374
96	-3.047644 0.72012115 -1.9720657 4.8859444
97	-1.8967212 0.6780016 -1.6701535 3.9726436
98	-4.814838 1.0615923 -2.7441561 7.0758677
99	-2.5738878 1.2329315 -2.5837884 6.007859
100	-2.6427329 0.645071 -1.821914 4.498481
101	-3.0368404 1.0035979 -2.6092312 6.345024
102	-2.1393726 0.9928386 -2.1260653 5.0042458
103	-3.5937712 0.74791247 -2.0665283 5.319525
104	-4.3012996 0.96017104 -2.51367 6.4339395
105	-3.4717104 0.758921 -2.0959835 5.2881517
106	-2.959551 0.68385327 -1.8884077 4.685473
107	-0.27290303 1.1924529 0.14282034 -0.033462904
108	-2.9298196 0.84107846 -2.2727091 5.507256
109	-4.4184613 0.9921701 -2.5746548 6.600639
110	-2.1032565 0.79665995 -1.9393141 4.5925274
111	-2.5967188 1.4454526 -2.7319036 6.2900815
112	-1.8633891 0.7119935 -1.6984016 3.9778101
113	-4.5308967 0.984554 -2.6049995 6.7291636
115	-2.7868838 1.5773004 -2.9500232 6.7686305
116	-2.6398933 1.542612 -2.862762 6.524579
117	-2.715408 0.6210153 -1.7610034 4.328231
118	-4.492959 0.9641629 -2.5529602 6.5690646
119	-4.5834475 0.940201 -2.7440004 7.107692
120	-2.0623243 0.46972877 -1.3803785 3.4360583
121	-3.3596406 0.75493634 -2.0722861 5.1583953
122	-4.817204 1.0530431 -2.8653395 7.370804
123	-3.898573 0.824134 -2.206618 5.666093
124	-2.1575484 0.5680748 -1.5813965 3.82407
125	-2.1360724 0.443103 -1.3307755 3.3775012
126	-2.6659245 0.6924542 -1.9308581 4.678744
127	-3.0161088 0.8778721 -2.3382866 5.7006683
128	-4.1427937 0.8983797 -2.4227808 6.181767
129	-2.857735 0.66467774 -1.8472601 4.572302
130	-3.2325304 0.8353165 -2.2789905 5.5958447
131	-2.177377 1.0430428 -2.2201982 5.1804175
132	-3.4657383 0.7940515 -2.1585178 5.4285774
133	-3.6698773 0.80725306 -2.1985395 5.575342
134	-3.8028073 0.81586856 -2.1988525 5.6696568
135	-2.6306791 0.8392357 -2.1586468 5.206533
136	-0.66203254 -0.047778495 0.19862439 0.72018665
137	-2.6744752 1.4943016 -2.831743 6.400275
138	-1.5701556 0.5597847 -1.3518344 3.187447
139	-2.602604 0.8046581 -2.087969 5.0547523
140	-2.313864 1.3381666 -2.5178037 5.8490105
141	-4.222716 0.9197634 -2.4684205 6.314254
142	-4.595003 1.0083112 -2.661637 6.833825
143	-2.5484169 1.1851622 -2.5125625 5.876003
144	-2.5785754 1.5302161 -2.7972283 6.431577
145	-1.7408053 0.5514193 -1.4013333 3.3406646
146	-2.8970008 0.67933273 -1.8705903 4.676195
147	-2.1622286 0.9412178 -2.116624 4.957219
148	-3.852549 0.8436391 -2.2927332 5.822138
149	-2.5423715 1.4799594 -2.7405505 6.329211
150	-2.5866797 0.6059754 -1.741774 4.3087063
151	-2.0807633 1.1265416 -2.2516246 5.235675
152	-2.1650627 0.7867347 -1.9143229 4.4954743
153	-1.8295518 0.40870592 -1.2416054 3.0443988
154	-1.7177356 0.5381276 -1.3973802 3.3092506
155	-1.7572235 0.57349825 -1.4503369 3.4203894
156	-3.2408965 0.69992894 -1.9622309 4.9793468
157	-1.8819833 0.5507798 -1.4464803 3.477188
158	-3.9436505 0.8809 -2.4310598 6.153384
159	-3.1135685 0.8321771 -2.2686543 5.547699
160	-1.8734958 0.49560085 -1.405467 3.347608
161	-4.0374446 0.8848085 -2.4031312 6.108742
162	-2.1379936 1.1659933 -2.297921 5.361633
163	-2.3524618 0.5391975 -1.5213987 3.7275581
164	-2.0960844 0.5234358 -1.4398497 3.5261385
165	-3.3828478 0.7225667 -1.9755524 5.0453806
166	-1.3844994 0.3114093 -0.63121825 1.6067603
167	-2.1846604 1.0626246 -2.2210722 5.124067
168	-3.215532 0.74791986 -2.0273151 5.0493755
169	-4.413052 0.94602066 -2.5689225 6.6214075
170	-4.647855 1.0184337 -2.697699 6.9514737
171	-0.48708245 0.2922148 -0.2897221 0.8607266
172	-4.6232686 1.0126804 -2.6870222 6.89729
173	-1.2139294 0.31268412 -0.37578267 1.064433
174	-1.9594982 0.79572684 -1.8178494 4.268038
175	-2.7523067 1.2617718 -2.661239 6.19964
176	-3.545103 0.7628557 -2.058664 5.2434826
177	-2.4840636 1.2166762 -2.511974 5.8709908
178	-3.2305279 0.7569021 -2.0832489 5.187577
179	-1.9559526 0.6062075 -1.5668812 3.795664
180	-3.026104 1.0120363 -2.5871484 6.2942924
181	-2.4036388 1.1266572 -2.384707 5.5821733
182	-1.961417 0.68700904 -1.6782883 3.9747941
183	-1.8531373 0.43665415 -1.2662503 3.075488
184	-3.1492798 0.91918945 -2.4736545 6.034925
185	-4.156436 0.8976435 -2.4068046 6.1529965
186	-4.572211 1.0113604 -2.6743126 6.860935
187	-2.8954303 0.9857847 -2.4907112 6.034193
188	-4.7117453 1.0511588 -2.7413344 7.031581
189	-2.2438948 0.5750272 -1.5769392 3.8587153
190	-2.1700683 0.601783 -1.6263577 3.900178
191	-1.9384946 0.5391672 -1.521742 3.6408348
192	-2.020699 0.8047499 -1.8633957 4.3303404
193	-2.0759914 0.8061064 -1.9429408 4.563225
194	-3.04138 1.0262462 -2.6061287 6.3353143
195	-2.2376115 1.1078297 -2.3029995 5.380609
196	-2.879802 0.8470523 -2.2749975 5.5566115
197	-3.070511 0.9091011 -2.3937767 5.8255453
198	-2.1019702 0.4328185 -0.3769064 1.5441985
199	-4.7079997 1.0138744 -2.6890993 6.953005
200	-4.861996 1.0815684 -2.8272817 7.252945
201	-1.9524319 0.75030273 -1.8266566 4.2916985
202	-0.76319176 0.29475868 -0.4259904 1.0146308
203	-4.810639 1.0651293 -2.797131 7.2127724
204	-3.2751558 0.977179 -2.618274 6.4233747
205	-1.6132691 0.54839784 -1.3402752 3.20744
206	-2.272703 0.5347674 -1.5609192 3.7942476
207	-2.172928 0.5299077 -1.4854357 3.6104658
208	-2.772975 0.6305053 -1.7734709 4.4043612
211	-4.3832026 0.94244367 -2.4921486 6.44961
212	-3.8478377 0.82918644 -2.220795 5.693921
213	-4.1351233 0.9401678 -2.654604 6.740886
214	-2.6746423 1.4797779 -2.787052 6.4219503
216	-1.6363059 0.6573725 -1.5473368 3.594522
217	-2.3096657 0.558219 -1.6198428 3.9612868
218	-2.2032635 1.0688518 -2.2788787 5.396279
219	-2.2380583 0.8816914 -2.076288 4.9390254
220	-1.8024862 0.87014115 -1.8244077 4.2340965
221	-3.0158386 0.65246946 -1.8611877 4.652045
222	-3.2248461 0.7448787 -2.0222268 5.0109086
223	-4.1669784 0.9096519 -2.4076393 6.144697
224	-4.198648 0.92218804 -2.4473794 6.236222
225	-2.3858657 1.1464099 -2.409462 5.635862
226	-2.5318844 1.4543122 -2.7319012 6.318317
227	-2.5918317 1.3023428 -2.660588 6.1599727
228	-2.164026 0.5136644 -1.4523548 3.5856786
229	-2.6915774 0.61318326 -1.7332034 4.293211
230	-2.396948 0.99549085 -2.2384682 5.206641
231	-3.8421216 0.86331904 -2.3277173 5.907693
232	-4.187004 0.89618367 -2.41091 6.2158732
233	-1.7736821 0.51514375 -1.3665016 3.2927206
234	-1.9140626 0.44832417 -1.2905346 3.1443987
235	-2.4723852 0.58389205 -1.6454535 4.044156
236	-4.381475 0.9679822 -2.5897071 6.6361303
237	-2.561722 0.71388555 -1.8702044 4.474438
238	-4.073444 0.8804263 -2.34305 5.995624
239	-4.878378 1.1018673 -2.818974 7.2429547
240	-2.1031039 0.5682345 -1.5721463 3.7529202
241	-1.663645 0.5713225 -1.4111875 3.3075578
242	-3.3164473 0.99060106 -2.6720245 6.5550613
243	-2.319088 1.1949921 -2.4220083 5.612764
244	-1.6442847 0.46780244 -1.2474581 2.9759595
245	-2.0192058 0.7984976 -1.8934672 4.4619355
246	-3.2868443 0.72351944 -2.0068536 5.0938997
247	-2.0981808 0.5169961 -1.4903525 3.6014872
248	-3.8410308 0.84717375 -2.2913785 5.805585
249	-3.3001218 1.0108579 -2.6737547 6.5476365
250	-2.5056105 0.54789317 -1.5789423 3.8969786
251	-3.020649 0.88250226 -2.3785586 5.751077
252	-4.987201 1.0894254 -2.8849196 7.4245806
253	-1.8628103 0.7042485 -1.6720748 3.9730556
254	-2.9177437 0.998677 -2.5476434 6.1856794
255	-1.7553831 0.5335337 -1.3844316 3.3059392
256	-1.7824302 0.5201779 -1.3956145 3.3413122
257	-3.7460322 0.82203203 -2.2198627 5.628369
258	-3.5941846 0.7982927 -2.1463335 5.4344053
259	-2.298401 0.9512868 -2.2282012 5.211255
260	-2.7666314 0.6865769 -1.9110464 4.6790495
261	-4.5090938 0.9893868 -2.5834253 6.63417
262	-1.8710766 0.84030855 -1.8337262 4.2762504
263	-2.1370347 1.0257771 -2.1958487 5.0711117
264	-2.0923054 0.8260449 -1.9434092 4.5870547
265	-4.202918 0.91240394 -2.3878398 6.1293154
266	-2.949604 1.0075626 -2.5611398 6.228845
