0	-5.7915654 -2.1258645 -0.7050786 4.920946
1	-4.8676147 -1.4920433 -0.6981551 3.644008
2	-3.7938402 -1.5534326 -0.52784884 4.136863
3	-5.121711 -1.4157797 -0.6623372 3.3220367
4	-3.9168942 -1.5599958 -0.56090313 4.01478
5	-4.479547 -1.3073955 -0.6470256 3.2152467
6	-3.3725119 -1.2929828 -0.5015614 3.18339
7	-4.7033587 -1.0850354 -0.8704726 3.2006996
8	-3.878984 -1.442922 -0.58870834 3.6755085
9	-6.3813787 -1.7116001 -0.77084625 4.0268984
10	-4.3925037 -1.2196075 -0.59305125 2.8897605
13	-5.817476 -1.5785984 -0.6592132 3.6018994
14	-4.262127 -1.8255179 -0.5477017 4.761599
16	-4.507433 -1.302743 -0.5927336 3.038162
17	-3.8749535 -1.6863906 -0.43251422 4.2630534
19	-4.1928344 -1.7675201 -0.5109883 4.436829
20	-4.074189 -1.7647837 -0.47844747 4.533125
21	-6.429091 -1.7352417 -0.79749876 4.1402164
22	-4.3434706 -1.226499 -0.6302318 3.0022655
23	-4.188426 -1.6474142 -0.5584707 3.9597597
24	-4.547259 -1.5923605 -0.6617915 3.9082828
25	-6.431629 -1.7628115 -0.79551154 4.2012734
26	-6.690358 -1.7759347 -0.7744582 4.1420164
27	-3.6902795 -1.1146358 -0.50643426 2.6406357
28	-4.113432 -1.7419806 -0.5325565 4.5135884
29	-4.702235 -1.3625885 -0.6045453 3.147671
30	-5.075951 -1.4274118 -0.67405856 3.3941073
31	-5.130353 -1.4592324 -0.6909353 3.49529
32	-3.387754 -1.3707579 -0.46635228 3.4914365
33	-2.5337753 -0.85359806 -0.37703535 2.0069385
34	-0.5038118 -0.51365745 0.6499558 -0.036678046
35	-2.730383 -0.95137465 -0.42091265 2.2829347
36	-4.271135 -1.4193257 -0.6079438 3.3706594
38	-4.359368 -1.2286918 -0.6309452 2.990217
39	-4.9742017 -1.3969485 -0.65074176 3.2663426
40	-6.0974355 -1.6760124 -0.7197731 3.8985193
41	-4.5448227 -2.0239427 -0.486537 5.051968
42	-2.6541784 -0.8903769 -0.39376515 2.1080232
44	-3.4768765 -1.3862287 -0.5018624 3.6554687
45	-4.700643 -1.3185682 -0.6316903 3.0971637
